"Key","Meaning1","Meaning2","Meaning3","Meaning4","user_id"
"subodh","सुबोध","lucid","easily understood","easy to understand",""
"subha","सुभा","a province","","",""
"subhashit","सुभाषित","an aphorism","adage","epigram",""
"suman","सुमन","a flower","","",""
"sumar","सुमार","lacklustre","dull","average",""
"sumare","सुमारे","about","around","nearly",""
"sumarga","सुमार्ग","right path","","",""
"suyash","सुयश","success","","",""
"suyogya","सुयोग्य","right","very favourable","",""
"surai","सूरई","an earthen pot with a spout","a pitcher","jug",""
"surakandi","सुरकांडी","a dive","","",""
"surakutane","सुरकुतणे","to wrinkle","shrivel up","",""
"surakuti","सुरकुती","a wrinkle","crease","fold",""
"suragath","सूरगाठ","a slip-knot","","",""
"surama","सुरमा","antimony","","",""
"suravant","सुरवंट","a caterpillar","","",""
"surali","सुरळी","a roll","","",""
"suralit","सुरळीत","smooth","trouble-free","",""
"suraksha","सुरक्षा","defence","protection","safety",""
"surakshatmak","सुरक्षात्मक","defensive","","",""
"surakshit","सुरक्षित","safe","secure","guarded",""
"sura","सुरा","a (large) knife","","",""
"surajya","सुराज्य","order","peace","",""
"suri","सुरी","a knife","","",""
"surung","सुरुग","a mine","tunnel","underground",""
"suruvat","सुरुवात","a beginning","start","opening",""
"suru","सुरु","a cypress","","",""
"suru karane","सुरु करणे","to begin","start","commence",""
"surup","सुरूप","good-looking","beautiful","attractive",""
"surekh","सुरेख","pretty","neat","elegant",""
"surel","सुरेल","tuneful","melodious","sweet",""
"sulabh","सुलभ","easy","simple","",""
"sulakshan","सुलक्षन","a good sign","a good omen","",""
"suvachan","सुवचन","a saying","","",""
"suvarna","सुवर्ण","gold","a gold medal","a gold",""
"suvarnakar","सुवर्णकार","a goldsmith","","",""
"suvarnajayanti","सुवर्णजयंती","a golden jubilee","","",""
"suvarnatula","सुवर्णतुला","weighing against gold","","",""
"suvarnapadak","सुवर्णपदक","a gold","gold medal","",""
"suvarnapind","सुवर्णपिंड","gold bullion","","",""
"suvarnamadhya","सुवर्णमध्य","golden mean","via media","",""
"suvarnamahotsav","सुवर्णमहोत्सव","a golden jubilee","","",""
"suvarnayug","सुवर्णयुग","golden age","","",""
"suvarnasandhi","सुवर्णसंधी","a golden chance","a golden opportunity","",""
"suva","सुवा","a packing needle","","",""
"suvachya","सुवाच्य","legible","","",""
"suvarta","सुवार्ता","good news","","",""
"suvas","सुवास","aroma","fragrance","perfume",""
"suvasik","सुवासिक","aromatic","fragrant","sweet-smelling",""
"suvikhyat","सुविख्यात","celebrated","illustrious","renowned",""
"suvichar","सुविचार","a pearl of wisdom","a noble thought","adage",""
"suvidya","सुविद्या","well educated","","",""
"suvidha","सुविधा","convenience","facilities","amenities",""
"suvel","सुवेळ","right time","proper time","",""
"suvyavastha","सुव्यवस्था","order","law and order","",""
"suvyavasthit","सुव्यवस्थित","tidy","orderly","neat",""
"sushikshit","सुशिक्षित","educated","well-educated","cultured",""
"sushil","सुशील","polite","well-mannered","",""
"sushobhit","सुशोभित","decorated","well-decorated","adorned",""
"sushrsvya","सूश्राव्य","pleasing to the ear","sweet-sounding","",""
"susangat","सुसंगत","consistent","in keeping","to the point",""
"susangati","सुसंगती","company of the good","","",""
"susajja","सुसज्ज","equipped","well-equipped","furnished",""
"susajjit","सुसज्जित","fully-equipped","","",""
"susanbadhda","सुसंबद्ध","relevant","to the point","",""
"susar","सुसर","a crocodile","alligator","",""
"susavad","सुसंवाद","harmonious","peaceful","",""
"susanskrut","सुसंस्कृत","civilised","cultured","refined",""
"susahya","सुसह्य","tolerable","bearable","gentle",""
"susat","सुसाट","like hell","","",""
"susadhya","सुसाध्य","curable","atainable","obtainable",""
"susutra","सुसूत्र","systematic","orderly","coherent",""
"suskara","सुस्कारा","a sigh","","",""
"susta","सुस्त","lazy","slugglish","indolent",""
"sustavane","सुस्तावणे","to become lazy","","",""
"susti","सुस्ती","laziness","sluggishness","indolence",""
"susthiti","सुस्थिती","order","orderliness","",""
"suspashta","सुस्पष्ट","clear","very clear","clear-cut",""
"susvabhav","सुस्वभाव","good nature","","",""
"susvarup","सुस्वरूप","good-looking","personable","attractive",""
"susvagatam","सुस्वागतम","Welcome!","","",""
"sulaka","सुळका","a cliff","crag","pinnacle",""
"sula","सुळा","a tusk","fang","",""
"sudyna","सुज्ञ","sensible","wise","sage",""
"suchak","सूचक","suggestive","indicative","emblematic",""
"suchana","सूचना","a notice","intimation","notification",""
"suchit","सूचित","implied","suggested","implict",""
"suchitarth","सूचितार्थ","Implication","connotation","",""
"suchi","सूची","a list","index","inventory",""
"suchiparni","सुचीपर्णी","confirous","","",""
"suj","सूज","a swelling","bulge","",""
"sut","सूट","a discount","rebate","",""
"sutakecha","सुटकेचा","a suitcase","","",""
"sut","सूट","revenge","vengeance","reprisal",""
"sudabudhhi","सूडबुद्धी","vindictiveness","vengefulness","",""
"sut","सूत","yarn","thread","",""
"sutikagruh","सुतिकागृह","a maternity home","","",""
"sutikashastra","सुतिकाशास्त्र","obstetrics","","",""
"sutra","सूत्र","a formula","string","cord",""
"sutradhar","सूत्रधार","a mastermind","ringleader","",""
"sutrabadhdata","सूत्रबद्धता","harmony","orderliness","",""
"sutrasanchalak","सूत्रसंचालक","a compere","coordinator","emcee",""
"sutrikaran","सुत्रीकरण","formulation","","",""
"sup","सूप","a winnowing basket","","",""
"sur","सूर","a tune","tone","rhythm",""
"surya","सूर्य","the sun","","",""
"suryakiran","सूर्यकिरण","a sunbeam","","",""
"suryagrahan","सूर्यग्रहण","a solar eclipse","an eclipse of the sun","",""
"suryadevata","सूर्यदेवता","a sun god","","",""
"suryaprakash","सूर्यप्रकाश","sun","the sun","sunglight",""
"suryaful","सुर्यफुल","a sunflower","","",""
"suryamala","सूर्यमाला","the solar system","","",""
"suryasnan","सूर्यस्नान","sunbathing","basking in the sun","",""
"suryasta","सूर्यास्त","sunset","sundown","",""
"suryodya","सुर्योदय","sunrise","dawn","",""
"suryopasana","सूर्योपासना","sun-worship","","",""
"sul","सूळ","an impeling stake","pang","",""
"sukshma","सुक्ष्म","microscopic","minute","minuscule",""
"sukshmajivashastra","सुक्ष्मजिवशास्त्र","microbiology","","",""
"sukshmabhedagrahi","सुक्ष्मभेद्ग्राही","sensitive","","",""
"sukshmavahini","सुक्ष्मवहिनि","a capillary","","",""
"sujane","सृजणे","to create","","",""
"sujan","सृजन","creation","","",""
"sujanshakti","सृजनशक्ती","creativity","","",""
"sujanshil","सृजनशील","creative","","",""
